1,1,0
1,354,50
1,184,100
1,36,150
37,1,200
1,787,250
1,764,300
515,1,350
765,1,400
1,54,450
1,788,500
1,51,550
227,1,600
82,1,650
354,354,0
354,184,50
354,36,100
37,354,150
354,787,200
354,764,250
515,354,300
765,354,350
354,54,400
354,788,450
354,51,500
227,354,550
82,354,600
184,184,0
184,36,50
37,184,100
184,787,150
184,764,200
515,184,250
765,184,300
184,54,350
184,788,400
184,51,450
227,184,500
82,184,550
36,36,0
37,36,50
36,787,100
36,764,150
515,36,200
765,36,250
36,54,300
36,788,350
36,51,400
227,36,450
82,36,500
37,37,0
787,37,50
764,37,100
515,37,150
765,37,200
54,37,250
788,37,300
51,37,350
227,37,400
82,37,450
787,787,0
764,787,50
515,787,100
765,787,150
787,54,200
787,788,250
787,51,300
227,787,350
82,787,400
764,764,0
515,764,50
765,764,100
764,54,150
764,788,200
764,51,250
227,764,300
82,764,350
515,515,0
515,765,50
515,54,50
515,788,100
515,51,150
227,515,250
82,515,300
765,765,0
765,54,50
765,788,100
765,51,150
227,765,200
82,765,250
54,54,0
54,788,50
54,51,100
227,54,150
82,54,200
788,788,0
788,51,50
227,788,100
82,788,150
51,51,0
227,51,50
82,51,100
227,227,0
82,227,50
82,82,0
47,47,0
1,47,50
258,47,50
808,47,100
296,47,100
209,47,150
809,47,200
264,47,250
810,47,300
258,258,0
808,258,50
296,258,50
209,258,100
809,258,150
264,258,200
810,258,200
1,258,300
808,808,0
296,808,50
209,808,100
809,808,150
264,808,200
810,808,250
1,808,300
296,296,0
209,296,50
809,296,100
264,296,150
810,296,150
1,296,250
209,209,0
809,209,50
264,209,100
810,209,100
1,209,200
809,809,0
264,809,50
810,809,50
1,809,150
264,264,0
810,264,50
1,264,100
810,810,0
1,810,50
1,757,50
1,758,100
34,1,150
759,1,100
760,1,250
1,60,300
767,1,350
226,1,200
102,1,250
242,1,400
76,1,450
79,1,600
5,1,500
4,1,550
35,1,600
48,1,800
2,1,850
118,1,900
90,1,950
606,1,1000
583,1,1050
768,1,1100
769,1,1150
757,757,0
757,758,50
34,757,100
759,757,50
760,757,200
757,60,250
767,757,300
226,757,150
102,757,200
242,757,350
76,757,400
79,757,550
5,757,450
4,757,500
35,757,550
48,757,750
2,757,800
118,757,850
90,757,900
606,757,950
583,757,1000
768,757,1050
769,757,1100
758,758,0
34,758,50
759,758,50
760,758,150
758,60,200
767,758,250
226,758,150
102,758,250
242,758,300
76,758,350
79,758,500
5,758,400
4,758,450
35,758,500
48,758,700
2,758,750
118,758,800
90,758,850
606,758,900
583,758,950
768,758,1000
769,758,1050
34,34,0
34,759,50
760,34,100
34,60,150
767,34,200
226,34,200
102,34,300
242,34,350
76,34,400
79,34,450
5,34,500
4,34,550
35,34,600
48,34,650
2,34,700
118,34,750
90,34,800
606,34,850
583,34,900
768,34,950
769,34,1000
759,759,0
760,759,50
759,60,100
767,759,150
226,759,100
102,759,150
242,759,250
76,759,300
79,759,400
5,759,350
4,759,400
35,759,450
48,759,600
2,759,650
118,759,700
90,759,750
606,759,800
583,759,850
768,759,900
769,759,950
760,760,0
760,60,50
767,760,100
226,760,150
102,760,200
242,760,250
76,760,300
79,760,350
5,760,400
4,760,450
35,760,500
48,760,550
2,760,600
118,760,650
90,760,700
606,760,750
583,760,800
768,760,850
769,760,900
60,60,0
767,60,50
226,60,100
102,60,150
242,60,200
76,60,250
79,60,300
5,60,350
4,60,400
35,60,450
48,60,500
2,60,550
118,60,600
90,60,650
606,60,700
583,60,750
768,60,800
769,60,850
767,767,0
226,767,50
102,767,100
242,767,150
76,767,200
79,767,250
5,767,300
4,767,350
35,767,400
48,767,450
2,767,500
118,767,550
90,767,600
606,767,650
583,767,700
768,767,750
769,767,800
226,226,0
102,226,50
242,226,100
76,226,150
79,226,200
5,226,200
4,226,250
35,226,300
48,226,400
2,226,450
118,226,500
90,226,550
606,226,600
583,226,650
768,226,700
769,226,750
102,102,0
242,102,50
76,102,100
79,102,150
5,102,150
4,102,200
35,102,250
48,102,350
2,102,350
118,102,450
90,102,500
606,102,550
583,102,600
768,102,650
769,102,700
242,242,0
76,242,50
79,242,100
5,242,100
4,242,150
35,242,200
48,242,300
2,242,300
118,242,400
90,242,450
606,242,500
583,242,550
768,242,600
769,242,650
76,76,0
79,76,50
5,76,50
4,76,100
35,76,150
48,76,250
2,76,250
118,76,350
90,76,400
606,76,450
583,76,500
768,76,550
769,76,600
79,79,0
5,79,50
4,79,100
35,79,150
48,79,200
2,79,200
118,79,300
90,79,350
606,79,400
583,79,450
768,79,500
769,79,550
5,5,0
4,5,50
35,5,100
48,5,150
2,5,150
118,5,250
90,5,300
606,5,350
583,5,400
768,5,450
769,5,500
4,4,0
35,4,50
48,4,100
2,4,100
118,4,200
90,4,250
606,4,300
583,4,350
768,4,400
769,4,450
35,35,0
48,35,50
2,35,50
118,35,150
90,35,200
606,35,250
583,35,300
768,35,350
769,35,400
48,48,0
2,48,50
118,48,100
90,48,150
606,48,200
583,48,250
768,48,300
769,48,350
2,2,0
118,2,50
90,2,100
606,2,150
583,2,200
768,2,250
769,2,300
118,118,0
90,118,50
606,118,100
583,118,150
768,118,200
769,118,250
90,90,0
606,90,50
583,90,100
768,90,150
769,90,200
606,606,0
583,606,50
768,606,100
769,606,150
583,583,0
768,583,50
769,583,100
768,768,0
769,768,50
769,769,0
811,1,100
75,1,150
812,1,250
813,1,250
814,1,350
815,1,400
816,1,450
811,757,50
75,757,100
812,757,200
813,757,200
814,757,300
815,757,350
816,757,400
811,758,50
75,758,100
812,758,150
813,758,200
814,758,250
815,758,300
816,758,350
811,811,0
75,811,50
812,811,100
813,811,150
814,811,200
815,811,250
816,811,300
75,75,0
812,75,50
813,75,100
814,75,150
815,75,200
816,75,250
812,812,0
813,812,50
814,812,100
815,812,150
816,812,200
813,813,0
814,813,50
815,813,100
816,813,150
814,814,0
815,814,50
816,814,100
815,815,0
816,815,50
816,816,0
817,1,100
818,1,250
177,1,200
180,1,250
819,1,300
290,1,350
820,1,400
83,1,450
810,757,50
264,757,100
817,757,50
818,757,200
177,757,150
180,757,200
819,757,250
290,757,300
820,757,350
83,757,400
817,810,100
818,810,150
177,810,50
180,810,100
819,810,150
290,810,250
820,810,350
83,810,400
817,264,50
818,264,100
177,264,150
180,264,200
819,264,250
290,264,300
820,264,350
83,264,400
817,817,0
818,817,50
177,817,100
180,817,150
819,817,200
290,817,250
820,817,300
83,817,350
818,818,0
177,818,50
180,818,100
819,818,150
290,818,200
820,818,250
83,818,300
177,177,0
180,177,50
819,177,100
290,177,150
820,177,200
83,177,250
180,180,0
819,180,50
290,180,100
820,180,150
83,180,200
819,819,0
290,819,50
820,819,100
83,819,150
290,290,0
820,290,50
83,290,100
820,820,0
83,820,50
83,83,0
332,332,0
821,332,50
822,332,100
823,332,150
824,332,200
825,332,250
296,332,300
209,332,350
826,332,400
809,332,450
264,332,500
178,332,550
244,332,600
757,332,650
1,332,700
821,821,0
822,821,50
823,821,100
824,821,150
825,821,200
296,821,250
209,821,300
826,821,350
809,821,400
264,821,450
178,821,500
244,821,550
757,821,600
1,821,650
822,822,0
823,822,50
824,822,100
825,822,150
296,822,200
209,822,250
826,822,300
809,822,350
264,822,400
178,822,450
244,822,500
757,822,550
1,822,600
823,823,0
824,823,50
825,823,100
296,823,150
209,823,200
826,823,250
809,823,300
264,823,350
178,823,400
244,823,450
757,823,500
1,823,550
824,824,0
825,824,50
296,824,100
209,824,150
826,824,200
809,824,250
264,824,300
178,824,350
244,824,400
757,824,450
1,824,500
825,825,0
296,825,50
209,825,100
826,825,150
809,825,200
264,825,250
178,825,300
244,825,350
757,825,400
1,825,450
826,296,100
178,296,250
244,296,300
757,296,350
826,209,50
178,209,200
244,209,250
757,209,300
826,826,0
809,826,50
264,826,100
178,826,150
244,826,200
757,826,250
1,826,300
178,809,100
244,809,150
757,809,200
178,264,50
244,264,100
178,178,0
244,178,50
178,757,50
178,1,100
244,244,0
244,757,50
1,244,50
10,102,50
771,102,100
797,102,150
766,102,150
105,102,200
772,102,250
773,102,300
387,102,350
1001,102,400
40,102,450
584,102,550
798,102,600
1002,102,650
41,102,700
800,102,750
42,102,800
43,102,850
10,10,0
771,10,50
797,10,100
766,10,100
105,10,150
772,10,200
773,10,250
387,10,300
1001,10,350
40,10,400
584,10,500
798,10,550
1002,10,600
41,10,650
800,10,700
42,10,750
43,10,800
771,771,0
797,771,50
766,771,50
105,771,100
772,771,150
773,771,200
387,771,250
1001,771,300
40,771,350
584,771,450
798,771,500
1002,771,550
41,771,600
800,771,650
42,771,700
43,771,750
797,797,0
766,797,50
105,797,100
772,797,150
773,797,200
387,797,250
1001,797,300
40,797,350
584,797,400
798,797,450
1002,797,500
41,797,550
800,797,600
42,797,650
43,797,700
766,766,0
105,766,50
772,766,100
773,766,150
387,766,200
1001,766,250
40,766,300
584,766,350
798,766,400
1002,766,450
41,766,500
800,766,550
42,766,600
43,766,650
105,105,0
772,105,50
773,105,100
387,105,150
1001,105,200
40,105,250
584,105,300
798,105,350
1002,105,400
41,105,450
800,105,500
42,105,550
43,105,600
772,772,0
773,772,50
387,772,100
1001,772,150
40,772,200
584,772,250
798,772,300
1002,772,350
41,772,400
800,772,450
42,772,500
43,772,550
773,773,0
387,773,50
1001,773,100
40,773,150
584,773,200
798,773,250
1002,773,300
41,773,350
800,773,400
42,773,450
43,773,500
387,387,0
1001,387,50
40,387,100
584,387,150
798,387,200
1002,387,250
41,387,300
800,387,350
42,387,400
43,387,450
1001,1001,0
40,1001,50
584,1001,100
798,1001,150
1002,1001,200
41,1001,250
800,1001,300
42,1001,350
43,1001,400
40,40,0
584,40,50
798,40,100
1002,40,150
41,40,200
800,40,250
42,40,300
43,40,350
584,584,0
798,584,50
1002,584,100
41,584,150
800,584,200
42,584,250
43,584,300
798,798,0
1002,798,50
41,798,100
800,798,150
42,798,200
43,798,250
1002,1002,0
41,1002,50
800,1002,100
42,1002,150
43,1002,200
41,41,0
800,41,50
42,41,100
43,41,150
800,800,0
42,800,50
43,800,100
42,42,0
43,42,50
43,43,0
827,1,250
828,1,150
829,1,350
830,1,450
